id,start_from_week_seconds,duration
421210,484155,3209
421209,484117,137
421208,484052,179
421207,484013,207
421206,483966,115
421205,483962,258
421204,483931,271
421203,483911,286
421202,483889,3186
421201,483885,312
421200,483852,307
421199,483823,317
421198,483791,368
421197,483770,370
421196,483716,409
421195,483595,518
421194,483554,616
421193,483479,641
421192,483453,3597
421191,483447,666
421190,483401,3670
421189,483342,739
421188,483299,799
421187,483280,818
421186,483258,811
421185,483219,805
421184,483148,896
421183,483143,867
421182,483140,892
421181,483114,867
421180,483109,863
421179,483094,3994
421178,483062,904
421177,483015,4029
421176,482993,944
421175,482989,972
421174,482974,987
421173,482973,976
421172,482943,4125
421171,482936,1001
421170,482923,4098
421169,482893,1016
421168,482871,1038
421167,482863,1206
421164,482725,55
421163,482724,92
421162,482724,36
421161,482704,56
421160,482703,113
421159,482696,46
421158,482691,89
421157,482660,82
421156,482537,178
421155,482504,4287
421154,482390,290
421153,482384,4366
421152,482379,336
421151,482367,313
421150,482210,449
421149,482186,484
421148,482173,409
421147,482172,482
421146,482125,457
421145,481996,4754
421144,481909,4878
421143,481828,720
421142,481809,685
421141,481681,828
421140,481571,938
421139,481330,1207
421138,481289,1205
421137,481164,1315
421136,481118,1361
421135,481090,1393
421134,480987,5782
421133,480971,1493
421132,480884,5862
421131,480791,1673
421130,480764,1650
421129,480716,1720
421128,480697,1739
421127,480693,1721
421126,480674,1725
421125,480618,1781
421124,480584,2026
421123,480371,2009
421122,480324,2034
421121,480301,2036
421120,480257,2349
421119,480226,2085
421118,480197,2114
421117,480190,2447
421116,480152,2134
421115,480116,2170
421114,480023,2245
421113,479795,2462
421112,479780,2446
421111,479762,2495
421109,479740,2486
421108,479728,2485
421107,479636,2577
421106,479539,2644
421105,479517,2630
421104,479491,2874
421103,479487,2696
421102,479460,2687
421101,479275,2881
421100,479264,2848
421099,479262,2894
421098,479254,2873
421097,479233,2832
421096,479228,2884
421095,479113,2947
421094,479038,3017
421093,479022,3566
421092,478810,3240
421091,478802,3248
421090,478654,3127
421089,478609,3415
421088,478558,3482
421087,478558,3466
421086,478500,3533
421085,478464,3514
421084,478453,3545
421083,478408,3590
421082,478353,3351
421081,478304,3674
421080,478240,3709
421079,478186,3751
421078,478143,3768
421077,478138,3799
421076,478070,3684
421075,478067,3946
421074,478065,3799
421073,478044,3856
421072,478015,3901
421071,478008,3875
421070,478008,3869
421069,477996,3904
421068,477968,32
421066,477943,32
421065,477910,81
421064,477898,89
421063,477897,81
421062,477888,70
421061,477886,89
421060,477883,38
421059,477825,116
421058,477809,126
421056,477803,99
421055,477795,4116
421054,477783,129
421053,477762,4039
421052,477750,152
421051,477725,4076
421050,477703,4161
421049,477660,247
421048,477629,258
421047,477612,255
421046,477601,252
421045,477587,4194
421044,477581,286
421043,477576,300
421042,477567,286
421041,477564,272
421040,477546,290
421039,477543,272
421038,477527,292
421037,477457,358
421036,477329,476
421035,477326,497
421034,477311,494
421033,477300,491
421032,477288,494
421031,477277,4477
421030,477268,344
421029,477247,535
421028,477213,527
421027,477134,589
421026,477126,4643
421025,477070,653
421024,477027,742
421023,476998,732
421022,476908,785
421021,476865,828
421020,476856,817
421019,476705,968
421018,476583,1029
421017,476540,1031
421016,476525,1137
421015,476524,1047
421014,476489,1149
421013,476361,1199
421012,476337,1262
421011,476295,1265
421010,476274,1258
421009,476271,1252
421008,476269,1268
421007,476255,1255
421006,476208,1309
421005,476193,1317
421004,476138,5566
421003,476125,5609
421002,476080,1397
421001,476030,1447
421000,475998,1471
420999,475965,1525
420998,475941,1528
420997,475885,5838
420996,475833,1612
420995,475808,1625
420994,475770,1675
420993,475729,1704
420992,475692,1723
420991,475644,1763
420990,475613,1782
420989,475599,1808
420988,475566,6198
420987,475556,1839
420986,475527,1828
420985,475509,1872
420984,475471,6201
420983,475441,1914
420982,475432,1911
420981,475405,1929
420980,475357,6311
420979,475356,1978
420978,475336,1986
420977,475257,2068
420976,475209,2099
420975,475200,2108
420972,475077,2214
420971,475058,2223
420970,475052,2252
420969,475038,2243
420968,475019,2084
420967,475002,2302
420966,474994,2278
420965,474994,2297
420964,474977,2295
420963,474958,2197
420962,474863,2279
420961,474858,2275
420959,474846,2257
420958,474839,2221
420957,474839,2294
420956,474820,2264
420955,474788,2296
420953,474772,2288
420952,474722,2343
420951,474704,2333
420950,474700,2322
420949,474670,2352
420948,474665,2560
420947,474529,2480
420946,474491,2727
420945,474442,2547
420944,474404,2633
420943,474373,2616
420942,474342,2618
420941,474336,2660
420940,474292,2910
420939,474124,2818
420938,474097,2851
420937,474051,2860
420936,474046,2871
420935,474017,3153
420934,474017,3170
420933,473991,2951
420932,473979,2932
420931,473956,2972
420930,473931,2956
420929,473908,2991
420928,473887,3000
420927,473882,3017
420926,473816,3052
420925,473722,3146
420924,473683,3161
420923,473592,3133
420922,473578,3226
420921,473576,3240
420920,473552,3252
420919,473512,3284
420918,473493,3272
420917,473474,3291
420916,473418,3307
420915,473272,3427
420914,473235,3541
420913,473172,3542
420912,473156,3558
420911,473145,3538
420910,473132,3567
420909,473129,1595
420908,473106,3555
420907,473104,2095
420906,473088,3595
420905,473050,3611
420904,473033,2090
420903,473021,3575
420902,472964,3638
420901,472945,2280
420900,472937,3659
420899,472931,3606
420898,472898,2327
420897,472891,2289
420896,472881,2232
420895,472864,3673
420894,472843,2356
420893,472809,2371
420892,472803,2362
420891,472803,3779
420890,472787,2351
420889,472771,2394
420888,472763,2371
420887,472740,2394
420886,472729,2384
420885,472722,2375
420884,472636,4004
420883,472556,2567
420882,472510,2581
420881,472485,2606
420880,472460,2617
420879,472459,2606
420878,472446,2615
420877,472419,4143
420876,472410,2651
420875,472403,2643
420874,472383,2663
420873,472347,2665
420872,472335,2572
420871,472279,2706
420870,472247,2787
420869,472237,2711
420868,472226,2759
420867,472216,2716
420866,472193,2830
420865,472185,2827
420864,472182,2766
420863,472178,2754
420862,472176,4448
420861,472152,2468
420860,472076,2831
420859,472073,2813
420858,472014,2869
420857,471972,2881
420856,471963,2864
420855,471961,2922
420854,471952,2692
420853,471943,2910
420852,471931,2896
420851,471929,2865
420850,471914,2945
420849,471904,2856
420848,471897,2879
420847,471884,2910
420846,471884,2814
420845,471883,2893
420844,471872,2888
420843,471804,2930
420842,471784,2905
420841,471758,2966
420840,471717,4857
420839,471714,433
420838,471663,373
420837,471658,402
420836,471654,3044
420835,471653,422
420834,471646,2774
420833,471623,428
420832,471604,413
420831,471598,438
420830,471584,3049
420829,471577,440
420828,471572,3155
420827,471526,475
420826,471470,21
420825,471464,3156
420824,471463,45
420823,471454,30
420822,471447,15
420821,471441,29
420820,471413,42
420819,471402,29
420818,471396,24
420817,471395,3193
420816,471388,20
420815,471356,34
420814,471348,54
420813,471342,32
420812,471334,29
420811,471322,62
420810,471313,28
420809,471304,51
420808,471304,3340
420807,471287,54
420806,471278,43
420805,471230,72
420804,471217,95
420803,471211,81
420802,471195,38
420801,471179,113
420800,471179,84
420799,471172,3439
420798,471172,3403
420797,471162,101
420796,471160,3410
420795,471155,215
420794,471141,3437
420793,471137,64
420792,471128,142
420791,471107,145
420790,471102,99
420789,471063,3492
420788,471019,164
420787,471009,151
420786,470995,221
420785,470971,3578
420784,470970,222
420783,470939,225
420782,470925,235
420781,470891,3617
420780,470878,3663
420778,470859,311
420777,470845,292
420776,470839,260
420775,470813,286
420774,470802,322
420773,470771,3723
420772,470765,23
420771,470762,17
420770,470760,15
420769,470722,26
420768,470697,3742
420767,470674,46
420766,470666,38
420765,470642,53
420764,470640,50
420763,470639,75
420762,470627,17
420761,470577,19
420760,470574,225
420759,470557,83
420758,470544,41
420757,470535,32
420756,470531,3958
420755,470524,38
420754,470513,40
420753,470476,3987
420752,470455,74
420751,470455,65
420750,470429,80
420749,470423,77
420748,470423,69
420747,470421,4062
420746,470395,82
420745,470362,70
420744,470345,136
420743,470340,117
420742,470323,4154
420741,470314,117
420740,470290,182
420739,470273,128
420738,470266,124
420737,470261,4216
420736,470259,4214
420735,470256,4202
420734,470234,161
420733,470216,194
420732,470170,220
420731,470151,4292
420730,470095,264
420729,470078,4385
420728,470072,395
420727,470041,4382
420726,470020,313
420725,469951,403
420724,469948,385
420723,469875,479
420722,469850,453
420721,469786,535
420720,469778,525
420719,469768,472
420718,469760,508
420717,469731,521
420716,469705,563
420715,469693,559
420714,469654,586
420713,469504,653
420712,469469,738
420711,469451,656
420710,469433,779
420709,469424,783
420706,469237,2807
420705,469222,979
420704,469201,2776
420703,469172,922
420700,469053,1143
420699,469052,1117
420698,469032,1062
420697,468992,3005
420696,468879,1298
420695,468834,1288
420694,468672,1383
420693,468665,1481
420692,468658,1425
420691,468648,1498
420690,468637,1520
420689,468592,1530
420688,468553,1581
420687,468536,1547
420686,468473,1691
420685,468416,3554
420684,468393,1674
420683,468379,1688
420682,468378,3645
420681,468375,1680
420680,468373,1675
420679,468346,1702
420678,468316,1702
420677,468298,1592
420676,468285,1570
420675,468284,1522
420674,468281,1609
420673,468173,1701
420672,468124,1750
420671,468081,1774
420670,468046,1760
420669,467985,1808
420668,467947,1846
420667,467935,1825
420666,467905,1855
420665,467886,1883
420664,467818,1912
420663,467784,1946
420662,467750,1866
420661,467732,2277
420660,467679,1932
420659,467627,2378
420658,467578,1991
420657,467548,1907
420656,467494,2493
420655,467414,2168
420654,467375,2080
420653,467350,2215
420652,467332,2233
420651,467329,2060
420650,467263,2178
420649,467206,2188
420648,467182,2184
420647,467167,2222
420646,467155,2252
420645,467151,2801
420644,467083,2324
420643,467069,2297
420642,467038,2914
420641,467023,1083
420640,466989,2296
420639,466985,2367
420638,466967,2244
420637,466964,2355
420636,466963,1143
420635,466957,2358
420634,466953,2399
420633,466917,2384
420632,466913,2372
420631,466891,2320
420630,466881,3095
420629,466869,2302
420628,466755,2397
420627,466699,2444
420626,466666,1952
420625,466657,2486
420624,466636,2374
420623,466596,2532
420622,466592,2418
420621,466583,2545
420620,466519,2514
420619,466518,3414
420618,466509,2493
420617,466495,2471
420616,466416,2586
420615,466398,2555
420614,466393,2333
420612,466374,2579
420611,466370,1724
420610,466343,3572
420608,466291,2432
420607,466164,2559
420606,466061,2409
420605,465981,2665
420604,465967,2714
420603,465806,2830
420602,465796,2850
420601,465766,2870
420600,465739,2831
420599,465717,2901
420598,465706,2875
420597,465695,2816
420596,465673,2897
420595,465672,2880
420594,465661,2850
420593,465620,2932
420592,465589,2897
420591,465534,2897
420590,465511,2905
420589,465509,2961
420588,465508,2923
420587,465505,2907
420586,465461,2908
420585,465438,2974
420584,465392,2977
420583,465314,3005
420582,465310,2678
420581,465304,3000
420580,465290,1393
420579,465263,3041
420578,465255,3064
420577,465213,3076
420576,465101,3165
420575,465072,3132
420574,465071,3067
420573,465004,3285
420572,465001,3246
420571,464950,3297
420570,464931,3231
420569,464927,3276
420568,464858,3316
420567,464820,3354
420566,464771,3382
420565,464708,3445
420564,464650,3512
420563,464643,3451
420562,464588,3446
420561,464587,3494
420560,464581,3281
420559,464578,3032
420558,464573,3484
420557,464566,3372
420556,464553,3528
420555,464548,3590
420554,464534,3523
420553,464531,3482
420552,464527,3507
420551,464508,3505
420550,464499,3439
420549,464461,3452
420548,464453,3432
420547,464449,3363
420546,464429,3456
420545,464398,3590
420544,464395,3518
420543,464373,3481
420542,464345,3517
420541,464344,3468
420540,464187,3667
420539,464168,3577
420538,464102,3604
420537,464083,3623
420536,464041,3684
420535,464040,3607
420534,464023,3660
420533,464008,3658
420532,463902,3764
420531,463808,3875
420530,463734,3913
420529,463715,3646
420528,463684,3934
420527,463647,3971
420526,463557,4031
420525,463551,4059
420524,463538,4050
420523,463519,4011
420522,463467,2820
420521,463453,4117
420520,463438,3981
420519,463427,4077
420518,463387,4143
420517,463367,4101
420516,463366,4066
420515,463351,4132
420514,463350,4154
420513,463338,4145
420512,463336,4132
420511,463324,4122
420510,463289,4157
420509,463287,4094
420508,463270,4162
420507,463254,4165
420506,463179,4195
420505,463177,4204
420504,463167,4151
420503,463150,4237
420502,463148,4192
420501,463110,4221
420500,463103,4271
420499,463085,4246
420498,463071,4247
420497,463027,4280
420496,462961,4346
420495,462927,4434
420494,462871,4313
420493,462793,4480
420492,462744,4515
420491,462742,4555
420490,462617,4642
420489,462616,4601
420488,462597,4644
420487,462580,4627
420486,462574,4661
420485,462563,4672
420484,462529,4688
420483,462507,4509
420482,462476,4722
420481,462412,4795
420480,462293,4841
420479,462292,4877
420478,462254,4915
420477,462235,4949
420476,462179,4937
420475,462167,4949
420474,462132,4952
420473,462128,4951
420472,462098,5036
420471,462064,5015
420470,462030,5038
420469,462016,4892
420468,462015,5043
420467,461979,5079
420466,461957,5083
420465,461952,4987
420464,461909,5131
420463,461904,5078
420462,461895,5121
420461,461859,5109
420460,461857,5058
420459,461843,5072
420458,461831,4927
420457,461818,5064
420456,461787,5095
420455,461781,5127
420454,461626,5313
420453,461445,5349
420452,461413,5457
420451,461271,5586
420450,461259,5611
420449,461199,5658
420448,461163,5631
420447,461160,5625
420446,461142,5635
420445,461128,5649
420444,461100,5631
420443,461052,5706
420442,460926,5813
420441,460893,5790
420440,460755,5976
420439,460746,5920
420438,460746,5811
420437,460727,5939
420436,460717,5897
420435,460671,5943
420434,460633,5954
420433,460567,6035
420432,460529,6058
420431,460529,6073
420430,460432,6146
420429,460410,6127
420428,460400,6157
420427,460368,6169
420426,460278,6300
420425,460254,6270
420424,460223,6301
420423,460213,6291
420422,460180,6324
420421,460129,6359
420420,460104,6384
420419,460101,1563
420418,460084,6377
420417,460057,6375
420416,460053,6408
420414,459976,6385
420413,459810,6599
420412,459799,6610
420411,459675,6723
420410,459665,6724
420409,459629,6769
420408,459543,6846
420405,459513,6861
420404,459493,6868
420403,459395,6846
420402,459387,6987
420401,459365,6986
420400,459344,7000
420399,459319,6937
420398,459265,7079
420397,459261,7036
420396,459213,7074
420395,459189,7108
420394,459187,7069
420393,459172,7069
420392,459103,7122
420391,459060,7165
420390,458882,7311
420389,458852,7324
420388,458839,7370
420387,458828,7381
420386,458786,7407
420385,458768,7408
420384,458714,7430
420383,458699,7427
420382,458642,7484
420381,458546,7326
420380,458532,7578
420378,458451,7659
420376,458437,7702
420375,458408,7672
420374,458369,7715
420373,458302,7778
420372,458277,7761
420371,458211,7827
420370,457971,8054
420369,457930,8095
420368,457895,8119
420367,457871,6424
420366,457853,8161
420365,457814,6481
420364,457676,8324
420363,457653,8445
420362,457615,8385
420361,457602,8388
420360,457567,8423
420359,457515,8437
420358,457470,8482
420357,457400,8538
420356,457291,8625
420355,457267,8671
420354,457188,8718
420353,457119,8787
420352,457082,8812
420351,457078,8794
420350,457060,8834
420349,456937,8902
420348,456901,8937
420347,456889,8885
420346,456881,8941
420345,456875,8930
420344,456820,8985
420343,456749,9025
420342,456742,9080
420341,456647,9100
420340,456564,9183
420339,456520,9151
420338,456499,9193
420337,456449,9280
420336,456343,9386
420335,456319,9442
420334,456317,9354
420333,456232,9460
420332,456097,9508
420331,456071,9534
420330,456068,9526
420329,455949,9645
420328,455859,9704
420327,455824,9760
420326,455766,9818
420325,455601,9962
420324,455562,9966
420323,455227,10286
420322,455191,10308
420321,455170,10294
420320,455163,10336
420319,455140,10373
420318,455086,10399
420317,454998,10487
420316,454932,10515
420315,454889,10581
420314,454851,10619
420313,454827,10637
420312,454794,10653
420311,454783,10645
420310,454559,10858
420309,454496,10921
420308,454311,11097
420307,454275,11133
420304,453881,11519
420303,453836,11564
420302,453634,11751
420301,453597,11788
420300,453350,12017
420299,453211,12156
420298,453103,12236
420297,453068,12265
420296,453068,12279
420295,453039,12308
420294,453009,12324
420293,452989,12350
420292,452272,13033
420291,452230,13065
420290,451956,13349
420289,451924,13371
420288,451796,13481
420287,451755,13522
420286,451396,13856
420285,451229,14023
420284,450223,15002
420283,450185,15040
420282,449889,15324
420281,449868,15345
420280,448488,16718
420279,448440,16734
420278,448401,16773
420277,448307,16899
420276,448231,16921
420275,448213,16939
420274,447767,17365
420273,447721,17411
420272,447496,17584
420271,447444,17598
420270,447417,17663
420269,447330,17733
420268,447241,17822
420267,447142,17860
420266,447098,17874
420265,447029,18013
420264,446988,17984
420263,446825,18177
420262,446797,18144
420261,446771,18170
420260,446002,18896
420259,445971,18927
420258,445751,19126
420257,445709,19168
420256,445689,19130
420255,445659,19160
420254,445503,19287
420253,445449,19320
420252,445400,19390
420251,445385,19378
420250,445362,19401
420249,444983,19749
420248,444748,19984
420247,444399,20312
420246,444355,20356
420245,444012,20609
420244,443966,20655
420243,443717,20892
420242,443540,21034
420241,443385,21189
420240,443215,21394
420239,442753,21808
420238,442710,21851
420237,442582,21966
420236,442458,22090
420235,441964,22538
420234,441934,22567
420233,441603,22888
420232,441533,22957
420231,441452,22975
420230,441418,22998
420229,441402,23025
420228,441362,23054
420227,441255,23147
420226,441176,23198
420225,441132,23270
420224,440893,23481
420223,440776,23574
420222,440694,23656
420221,440525,23640
420220,440298,23892
420219,440248,23942
420218,440235,23891
420217,440224,23941
420216,439977,24162
420215,439681,24445
420214,439502,24607
420213,439486,24623
420212,439483,24611
420211,439450,24644
420210,439357,24715
420209,439273,24799
420208,438817,25231
420207,438800,24850
420206,438755,25293
420205,438679,24995
420204,438659,25015
420203,438560,25090
420202,438539,25096
420201,438520,25115
420198,437615,25977
420197,437524,26033
420196,437516,26076
420195,437513,26035
420194,437498,26050
420193,437404,26124
420192,437245,26312
420191,437183,26333
420190,437137,26379
420189,436922,26606
420188,436781,26680
420187,436748,26745
420186,436735,26641
420185,436687,26739
420184,436671,26822
420183,436642,26819
420182,436641,26785
420181,436604,26748
420180,436544,26711
420179,436538,26838
420178,436530,26822
420177,436497,26832
420176,436466,24506
420175,436457,26871
420174,436425,26830
420173,436201,27035
420172,435900,27399
420171,435888,27310
420170,435845,27454
420169,435842,27387
420168,435800,27362
420167,435783,27446
420166,435667,27531
420165,435651,27511
420164,435549,27596
420163,435519,27626
420162,435408,27729
420161,435306,27831
420160,435265,27820
420159,435222,27863
420158,434926,28174
420157,434887,28213
420156,434844,28142
420155,434785,28268
420154,434773,28236
420153,434769,28284
420152,434728,28281
420151,434705,28281
420150,434658,28306
420149,434579,28385
420148,434559,28392
420147,434310,28587
420146,434280,28629
420145,434269,28628
420143,434031,28825
420142,433979,28851
420140,433920,28936
420139,433867,28952
420138,433864,28966
420137,433783,29011
420136,433756,29063
420135,433715,29079
420134,433656,29126
420133,433624,29157
420132,433607,29153
420131,433570,29190
420130,433417,29336
420129,433398,29336
420128,433364,29389
420127,432978,29756
420126,432917,29810
420125,432771,29956
420124,432642,30062
420123,432555,30149
420122,431657,31002
420121,431522,31158
420120,431475,31205
420119,431457,31202
420118,431130,31477
420117,431094,31513
420116,430992,31631
420115,430641,31941
420114,430595,31987
420113,430488,32070
420112,430418,32140
420111,430043,32488
420110,429931,32600
420109,429621,32838
420108,429559,32958
420107,429535,32982
420106,429532,32927
420105,429163,33267
420104,429149,33301
420103,429046,33404
420102,429021,33409
420101,428669,33727
420100,428647,33749
420099,428100,34264
420098,428019,34345
420097,427559,34823
420096,427554,34780
420095,427348,34979
420094,427330,34554
420093,427324,35003
420092,427305,34579
420091,427196,35137
420090,427135,35159
420089,426736,35558
420088,426460,35816
420087,426271,35845
420086,426149,36069
420085,426067,36142
420084,426046,36163
420083,425667,36533
420081,425620,36558
420079,425579,36599
420078,425482,36672
420077,425460,36694
420076,425187,36929
420075,425184,36910
420074,425148,36946
420073,424805,37244
420072,424789,37275
420071,424761,37303
420070,424676,37361
420069,424650,37399
420068,424610,37395
420067,424563,37474
420066,424475,37553
420065,424454,37551
420064,424415,37613
420063,424378,37619
420062,424348,37649
420061,424288,37700
420060,423957,38013
420059,423898,38083
420058,423890,38080
420057,423785,38151
420056,423776,38156
420055,423626,38285
420054,423610,38309
420053,423598,38321
420052,423556,38355
420051,423498,38375
420050,423477,38396
420049,423471,38360
420048,423432,38399
420047,423410,38400
420046,423359,38464
420045,423333,38490
420044,423302,38508
420043,423130,38663
420042,423114,38671
420041,423097,38696
420040,423065,38720
420039,422961,38802
420038,422897,38842
420037,422878,38885
420036,422845,38894
420035,422662,39051
420034,422604,39109
420033,422590,39085
420032,422523,39152
420031,422476,39172
420030,422443,39214
420029,422387,39277
420028,422370,39287
420027,422366,39282
420026,422303,39334
420025,422198,39439
420024,422054,39549
420023,422035,39568
420022,421934,39630
420021,421624,39936
420020,421549,40007
420019,421522,40034
420018,421401,40125
420017,421199,40318
420016,421168,40358
420015,421160,40357
420014,420501,41000
420013,420487,41014
420012,420324,41162
420011,420269,41205
420010,420243,41231
420009,420013,41436
420008,419977,41472
420007,419971,41470
420006,419844,41597
420005,419832,41584
420004,419819,41597
420003,419634,41738
420002,419564,41808
420001,419549,41802
420000,419526,41834
419999,419466,41785
419998,419396,41955
419997,419360,41960
419996,419342,41961
419995,419338,41982
419994,419268,42035
419993,419233,41965
419992,419222,42022
419991,419214,42050
419990,419195,42024
419989,419169,42082
419988,419145,42099
419987,419144,42075
419986,419138,42060
419985,419036,42133
419984,418966,42215
419983,418940,42241
419982,418915,42254
419981,418219,42926
419980,418186,42959
419979,417936,43174
419978,417873,43237
419977,417474,43626
419976,417409,43691
419975,417126,43855
419974,417074,43980
419973,417054,43992
419972,417007,43983
419971,416998,44056
419969,416988,44039
419968,416987,43972
419967,416947,44050
419966,416941,44105
419965,416922,44105
419964,416872,44125
419963,416855,14
419962,416823,44167
419961,416798,44183
419960,416696,44263
419957,416481,384
419956,416423,44508
419955,416295,567
419954,416214,648
419953,416139,717
419952,416108,44756
419951,416093,759
419950,415989,858
419949,415973,865
419948,415885,953
419947,415854,966
419946,415850,975
419945,415832,988
419944,415788,45071
419943,415225,1577
419942,415189,1609
419941,415147,1651
419940,415055,1683
419939,415039,45804
419938,415007,1622
419937,414993,1737
419936,414968,1762
419935,414875,1825
419934,414642,2078
419933,414597,2123
419932,414570,2140
419931,414566,46406
419930,414393,2317
419929,414205,2495
419928,414145,2545
419927,414133,2552
419926,414003,2678
419925,413978,2698
419924,413970,2635
419923,413943,2720
419922,413889,2774
419921,413760,2765
419920,413713,2916
419919,413674,2942
419918,413511,135
419917,413339,299
419916,413336,287
419915,413288,3321
419914,413236,383
419913,413222,396
419912,413203,402
419911,413172,3433
419910,413049,544
419909,412998,595
419908,412902,679
419907,412870,691
419906,412853,728
419905,412817,744
419904,412691,859
419903,412654,896
419902,412478,1063
419901,412399,4180
419900,411774,1762
419899,411466,5105
419898,411439,2093
419897,411400,2132
419896,411383,2136
419895,411301,1925
419894,411287,2232
419893,411173,2335
419892,411167,2337
419891,411139,2170
419890,411069,2421
419889,411054,2450
419888,411029,2461
419887,410946,5617
419886,410923,5634
419885,410920,2552
419884,410916,5637
419883,410889,5660
419882,410821,2643
419881,410604,2840
419880,410584,5941
419879,410579,2861
419878,410548,2863
419877,410547,2890
419876,410498,2939
419875,410486,2925
419874,410470,2929
419873,410449,2950
419872,410427,2946
419871,410402,2962
419870,410369,2995
419869,410116,3225
419868,410097,3258
419867,410058,3283
419866,410026,3168
419865,409983,30
419864,409869,3345
419863,409848,3366
419862,409810,193
419861,409787,3522
419860,409766,232
419859,409739,255
419858,409724,255
419857,409688,286
419856,409654,36
419855,409489,59
419854,409481,67
419853,409439,104
419852,409360,178
419851,409357,175
419850,409318,220
419849,409304,234
419848,409287,239
419847,409285,4008
419846,409276,244
419845,409263,18
419844,409261,4027
419843,409246,16
419842,409232,23
419841,409220,30
419840,409207,32
419839,409185,59
419838,409180,59
419837,409049,166
419836,409004,207
419835,408984,218
419834,408974,4309
419833,408873,84
419832,408862,95
419831,408821,110
419830,408791,4478
419829,408773,34
419828,408599,208
419827,408517,266
419826,408482,311
419825,408460,323
419824,408407,293
419823,408401,366
419822,408400,363
419821,408393,307
419820,408351,320
419819,408289,19
419818,408271,30
419817,408244,51
419816,408228,59
419815,408224,5020
419814,408199,31
419813,408182,59
419812,408175,55
419811,408070,147
419810,408061,133
419809,407992,64
419808,407967,227
419807,407907,5333
419806,407772,218
419805,407679,283
419804,407668,280
419803,407623,5613
419802,407615,333
419801,407435,95
419800,407419,111
419799,407327,87
419798,407256,5970
419797,407220,93
419796,407083,76
419795,407064,79
419794,406947,46
419793,406919,6299
419792,406885,115
419791,406842,145
419790,406842,331
419789,406792,55
419788,406748,21
419787,406659,2095
419786,406592,31
419785,406581,2149
419784,406527,90
419783,406466,2260
419782,406429,60
419781,406319,48
419780,406234,27
419779,406191,2529
419778,405947,142
419777,405882,241
419776,405852,268
419775,405816,307
419774,405770,345
419773,405769,233
419772,405756,333
419771,405708,294
419770,405706,277
419768,405660,318
419767,405652,272
419766,405636,288
419765,405608,283
419764,405563,33
419763,405560,46
419762,405499,81
419761,405461,129
419760,405448,119
419759,405419,22
419758,405358,83
419757,405280,3434
419756,405244,79
419755,405195,28
419754,405031,167
419753,405025,199
419752,404992,215
419751,404989,235
419750,404984,214
419749,404973,195
419748,404915,252
419747,404888,26
419746,404865,27
419745,404845,34
419744,404828,27
419743,404732,50
419742,404711,71
419741,404623,15
419740,404373,258
419739,404328,40
419738,404169,189
419737,404147,211
419736,404109,238
419735,404038,270
419734,404004,2982
419733,403998,2979
419732,403996,307
419731,403977,356
419730,403957,306
419729,403954,290
419728,403945,388
419727,403943,326
419726,403936,327
419725,403901,354
419724,403895,404
419723,403888,361
419722,403873,3086
419721,403850,394
419720,403827,23
419719,403799,27
419718,403796,26
419717,403795,3187
419716,403683,134
419715,403623,212
419714,403543,42
419713,403506,55
419712,403466,88
419711,403417,137
419710,403342,200
419709,403341,189
419708,403317,3620
419707,403297,235
419706,403264,268
419705,403234,1920
419704,403220,226
419703,403214,298
419702,403192,254
419701,403096,19
419700,403045,54
419699,402995,104
419698,402952,152
419697,402918,186
419696,402845,238
419695,402827,237
419694,402823,231
419693,402775,39
419692,402765,33
419691,402759,33
419690,402703,2444
419689,402675,31
419688,402654,43
419687,402650,42
419686,402626,77
419685,402617,75
419684,402608,84
419683,402594,60
419682,402576,57
419681,402490,88
419680,402475,98
419679,402422,33
419678,402416,2738
419677,402415,41
419676,402398,50
419675,402368,76
419674,402352,104
419673,402335,102
419672,402318,106
419671,402291,146
419670,402278,2856
419669,402269,150
419668,402266,154
419667,402265,368
419666,402248,165
419665,402223,155
419664,402208,186
419663,402206,199
419662,402188,2938
419661,402161,224
419660,402155,231
419659,402143,235
419658,402140,237
419657,402103,40
419656,402089,56
419655,402075,63
419654,402070,56
419653,402025,3097
419652,402022,100
419651,402020,106
419650,402008,106
419649,401995,112
419648,401973,13
419647,401968,15
419646,401956,25
419645,401948,24
419644,401948,20
419643,401919,18
419642,401898,32
419641,401897,22
419640,401895,16
419639,401887,43
419638,401883,3248
419637,401879,13
419636,401869,17
419635,401855,28
419634,401854,11
419633,401774,98
419632,401769,87
419631,401740,3374
419630,401725,147
419629,401719,142
419628,401713,146
419627,401711,404
419626,401689,147
419625,401687,428
419624,401683,166
419623,401657,3460
419622,401636,220
419621,401612,209
419620,401611,206
419619,401584,252
419618,401583,229
419617,401493,35
419616,401479,43
419615,401476,40
419614,401473,39
419613,401467,41
419612,401465,29
419611,401448,33
419610,401431,42
419609,401419,91
419608,401413,2093
419607,401410,51
419606,401384,68
419605,401376,69
419604,401375,33
419603,401344,109
419602,401322,375
419601,401322,86
419600,401305,12
419599,401298,2202
419598,401293,17
419597,401284,20
419596,401262,28
419595,401255,28
419594,401254,36
419593,401251,27
419592,401249,29
419591,401231,43
419590,401192,68
419589,401114,14
419588,401051,57
419587,401049,58
419586,401044,69
419585,401029,95
419584,401003,105
419583,400992,93
419582,400986,121
419581,400981,101
419580,400974,110
419579,400969,99
419578,400946,131
419577,400944,117
419576,400924,18
419575,400896,39
419574,400837,85
419573,400737,160
419572,400705,217
419571,400703,194
419570,400681,370
