id,start_from_week_seconds,duration
416095,275126,19930
416094,275109,19930
416093,275080,19959
416092,274908,20111
416091,274865,20223
416090,274756,20332
416089,274645,20387
416088,274620,20412
416087,274605,20392
416086,274430,20589
416085,274283,20724
416084,274278,20750
416083,274259,20748
416082,274163,20865
416081,274110,20887
416080,273919,17274
416079,273913,21079
416078,273849,21143
416077,273466,21494
416076,273373,21587
416075,273140,21793
416074,273119,21814
416073,273077,21847
416072,273007,21946
416071,272967,21950
416070,272956,21968
416069,272952,22001
416068,272852,22065
416067,272779,22126
416066,272723,22182
416065,272710,21739
416064,272504,22098
416063,272496,22397
416062,272472,22421
416061,272276,22374
416060,272246,22662
416059,272183,22725
416058,272166,22716
416057,272139,22743
416056,271953,22917
416055,271863,23007
416054,271677,23199
416053,271611,23265
416052,271286,23558
416051,271189,23605
416050,271149,23675
416049,271116,23699
416048,271113,23711
416047,271068,23747
416046,271015,19626
416045,270850,23944
416044,270804,23927
416043,270768,24078
416042,270722,24124
416041,270638,24062
416040,270583,24117
416039,270479,24174
416038,270406,24247
416037,270147,24503
416036,270016,24624
416035,269771,24857
416034,269714,24926
416033,269712,24911
416032,269708,24916
416031,269678,24945
416030,269349,25268
416029,269298,25319
416028,269149,25458
416027,269099,25503
416026,269078,25529
416025,268874,25614
416024,268787,25768
416023,268782,25743
416022,268729,25826
416021,268726,25799
416020,268619,26049
416019,268606,25913
416018,268584,25935
416017,268546,26122
416016,268169,26328
416015,268145,26352
416014,268081,26407
416013,268042,26415
416012,268013,26444
416011,267936,26498
416010,267924,26525
416009,267868,26566
416008,267760,26663
416007,267666,26757
416006,267650,26803
416005,267577,26811
416004,267570,26846
416003,267372,27081
416002,267184,27227
416001,267147,27264
416000,266771,27638
415999,266746,27663
415998,266403,27957
415997,266352,28020
415996,266334,28054
415995,266289,28083
415994,266225,28149
415993,266221,28139
415992,266186,28188
415991,265973,28363
415990,265935,28340
415989,265884,28452
415988,265877,28398
415987,265704,28563
415986,265652,28615
415985,265430,28795
415984,265382,28869
415983,265285,28966
415982,265284,28941
415981,265219,28966
415980,265212,28940
415979,265177,28975
415978,265120,28978
415977,265071,28954
415976,265062,29036
415975,265029,28996
415974,264953,29044
415973,264910,29025
415972,264909,29088
415971,264892,29043
415970,264862,29045
415969,264834,29073
415968,264777,29100
415967,264519,29358
415966,264451,29300
415965,264425,29384
415964,264411,29373
415963,264393,29416
415962,264385,29399
415961,264365,29386
415960,264148,29509
415959,264076,29639
415958,263995,29720
415957,263974,29683
415956,263974,29659
415955,263952,29882
415954,263941,29893
415953,263917,29716
415952,263757,29865
415951,263721,29901
415950,263714,29892
415949,263616,29990
415948,263604,29988
415947,263579,29959
415946,263563,30016
415945,263524,30049
415944,263515,30077
415943,263508,30065
415942,263459,30033
415941,263447,30120
415940,263422,30140
415939,263355,29944
415938,263318,30249
415937,263306,30210
415936,263304,30245
415935,263286,30263
415934,263263,30275
415933,263243,30319
415932,263242,30274
415931,263217,30275
415930,263160,30352
415929,263117,30395
415928,263081,30394
415927,262875,30573
415926,262780,30690
415925,262754,30716
415924,262751,30720
415923,262691,30756
415922,262688,30760
415921,262674,30716
415920,262655,30792
415919,262645,30792
415918,262583,30854
415917,262523,30867
415916,262502,30902
415915,262485,30919
415914,262470,30907
415913,262431,30946
415912,262416,30946
415911,262389,30973
415910,262308,31037
415909,262244,31054
415908,262153,31209
415907,262134,31228
415906,262069,31265
415905,262065,31253
415904,262031,31287
415903,261959,31375
415902,261956,31323
415901,261943,31355
415900,261942,31539
415899,261927,31554
415898,261890,31383
415897,261876,31403
415896,261849,31424
415895,261790,31509
415892,261668,31593
415891,261626,31627
415890,261577,31684
415889,261574,31679
415888,261320,31917
415887,261292,31945
415886,261262,31999
415885,261202,32059
415884,261136,32089
415883,261088,32137
415882,261026,32187
415881,260967,32246
415880,260879,32330
415879,260878,32280
415878,260845,32364
415877,260699,32447
415876,260672,32513
415875,260662,32523
415874,260581,32577
415873,260479,32726
415872,260475,32671
415871,260455,32750
415870,260408,32731
415868,260375,32763
415867,260305,32827
415866,260282,32850
415864,259876,33218
415863,259660,33434
415862,258760,34333
415861,258295,34784
415860,258125,34962
415859,258102,34985
415858,258089,34990
415857,258051,35008
415856,257844,35221
415855,257810,35255
415854,257729,35330
415853,257599,35448
415852,257536,35511
415851,257366,35659
415850,257277,35693
415849,257097,35915
415848,257030,35982
415847,257009,36008
415846,256694,36323
415845,256620,36361
415844,256567,36414
415843,256529,36441
415842,256508,36470
415841,255855,37123
415840,255729,37117
415839,255677,37245
415838,255663,37251
415837,255603,37311
415836,255585,37261
415835,255215,37625
415834,255165,37675
415833,255090,37742
415832,255071,37761
415831,254907,37904
415830,254870,37927
415829,254694,38103
415828,254607,37437
415827,254487,38317
415826,254439,38365
415825,254430,38351
415824,254103,38678
415822,253393,39286
415821,253377,39342
415820,253341,39378
415819,253255,39413
415818,253226,39453
415817,252758,39910
415816,252533,40060
415815,252459,40134
415814,251924,40617
415813,251789,40707
415812,251671,40870
415811,251654,40842
415810,251496,40968
415809,251429,41035
415808,251124,41293
415807,251039,41307
415806,251024,41393
415805,250987,41278
415804,250938,41447
415803,250930,41416
415802,250813,41406
415801,250786,41479
415800,250750,41469
415799,250688,41490
415798,250660,41518
415797,250624,41761
415796,250525,41616
415795,250511,41630
415794,250325,41755
415793,250275,41805
415792,250129,41915
415791,249885,42347
415790,249846,42175
415789,249769,42166
415788,249532,42403
415787,249478,42449
415786,249407,42490
415785,249406,42475
415784,249390,42537
415783,249385,42512
415782,249373,42508
415781,249004,42796
415780,248705,43095
415779,248567,43209
415778,248503,43273
415777,248368,43390
415776,248332,43426
415775,248238,43486
415774,248143,43581
415773,248022,43644
415772,247945,43693
415771,247834,43766
415770,247814,43824
415769,247797,43803
415768,247538,43976
415767,247471,43238
415766,247425,44089
415765,247273,44123
415764,247240,44193
415763,247169,44264
415762,247140,44221
415761,247112,44289
415760,247089,44307
415759,247079,44267
415758,247049,44312
415757,246987,44359
415756,246892,44403
415755,246777,44518
415754,246575,44577
415753,246228,45006
415752,246194,45040
415751,246182,45011
415750,246175,44977
415749,245922,45215
415748,245773,45320
415747,245638,45443
415746,245621,45472
415745,245616,45465
415744,245587,45461
415743,245561,45487
415742,245170,45598
415741,245131,45867
415740,245076,45922
415739,245071,45831
415738,245048,45906
415737,245024,45816
415736,245016,45721
415735,244990,45912
415734,244977,45863
415733,244948,45820
415732,244947,45790
415731,244882,48
415730,244879,46
415729,244874,42
415728,244866,16
415727,244839,38
415726,244836,38
415725,244819,45890
415724,244788,81
415723,244772,74
415722,244752,113
415721,244668,178
415720,244663,175
415719,244611,227
415718,244583,213
415717,244533,259
415716,244512,276
415715,244490,46444
415714,244481,302
415713,244463,46215
415712,244457,322
415711,244442,333
415710,244399,373
415709,244268,46373
415708,244211,550
415707,244191,570
415706,244139,609
415705,244095,624
415704,244024,706
415703,244005,714
415702,243996,708
415701,243943,46645
415700,243932,34
415699,243879,78
415698,243838,111
415696,243475,457
415695,243473,448
415694,243464,453
415692,243206,707
415691,243041,868
415690,243029,872
415689,243024,859
415688,242805,130
415687,242802,129
415686,242764,2148
415685,242720,14
415684,242689,41
415683,242686,38
415682,242684,35
415681,242605,109
415680,242601,109
415679,242546,160
415678,242542,158
415677,242511,2389
415676,242493,42
415675,242489,26
415674,242488,19
415673,242463,40
415672,242434,62
415671,242377,111
415670,242315,117
415669,242312,116
415668,242226,23
415667,242042,193
415666,241930,301
415665,241828,403
415664,241695,502
415663,241665,3229
415662,241663,531
415661,241620,3271
415660,241545,631
415659,241507,669
415658,241418,475
415657,240952,1204
415656,240946,1210
415655,240895,1104
415654,240840,1159
415653,240712,1212
415652,240712,1253
415651,240638,3241
415650,240401,1523
415649,240309,1484
415647,240178,1735
415646,240164,1729
415645,240162,3713
415644,240128,3729
415643,240123,3734
415642,240100,1783
415641,240056,3795
415640,240047,1819
415639,240030,1821
415638,239991,1875
415636,239953,1898
415635,239908,1921
415634,239888,1924
415633,239875,1923
415632,239824,40
415631,239815,15
415630,239778,69
415629,239776,62
415628,239762,68
415627,239758,65
415626,239757,4090
415625,239741,55
415624,239734,32
415623,239690,130
415622,239688,4151
415621,239681,115
415620,239675,4158
415619,239665,101
415618,239347,369
415617,239346,400
415616,239325,421
415615,239323,393
415614,239321,386
415613,239246,448
415612,239198,509
415611,239112,582
415610,238848,832
415609,238774,3019
415608,238664,1004
415607,238441,1217
415606,238372,1286
415605,238330,1304
415604,238322,1306
415603,238284,1350
415602,238260,1368
415601,238195,33
415600,237997,111
415599,237971,257
415598,237948,35
415597,237748,19
415596,237747,13
415595,237683,74
415594,237519,228
415593,237495,27
415592,237452,56
415591,237421,66
415590,237413,100
415589,237392,107
415588,237380,115
415587,237338,175
415586,237336,151
415585,237334,2279
415584,237208,53
415583,237158,31
415582,237074,115
415581,237066,106
415579,237018,230
415577,236999,244
415576,236929,53
415575,236783,195
415574,236752,249
415573,236715,286
415572,236708,243
415571,236703,243
415570,236659,287
415569,236648,271
415568,236589,16
415567,236568,32
415566,236557,39
415565,236501,35
415564,236493,43
415563,236476,60
415562,236472,53
415561,236447,73
415560,236444,83
415559,236419,76
415558,236384,128
415557,236379,133
415556,236270,62
415555,236259,86
415554,236217,120
415553,236212,120
415552,236194,123
415551,236185,104
415550,236178,98
415549,236161,215
415548,236107,24
415547,235982,84
415546,235899,30
415545,235857,24
415544,235778,1962
415543,235745,112
415542,235492,143
415541,235428,178
415540,235392,243
415539,235364,231
415538,235360,242
415537,235347,248
415536,235224,36
415535,235124,136
415534,235112,142
415533,235090,507
415532,234971,99
415531,234897,69
415530,234877,166
415529,234861,209
415528,234848,195
415527,234765,232
415526,234760,222
415525,234726,240
415524,234674,22
415523,234564,3168
415522,234529,76
415521,234501,104
415520,234434,146
415519,234431,3295
415518,234418,162
415517,234315,100
415516,234259,156
415515,234217,187
415514,234172,232
415513,234114,209
415512,234101,235
415511,234097,484
415510,234072,260
415509,234052,271
415508,234042,1881
415507,234020,561
415506,234011,27
415505,233940,65
415504,233934,23
415503,233912,38
415502,233873,57
415501,233863,66
415500,233841,84
415499,233813,2120
415498,233698,77
415497,233682,144
415496,233678,64
415495,233573,30
415494,233547,56
415493,233507,78
415492,233492,100
415491,233477,115
415490,233342,187
415489,233247,282
415488,233204,316
415487,233169,341
415486,233147,373
415485,233133,264
415484,233002,277
415483,232873,40
415482,232677,80
415481,232628,116
415480,232612,3307
415479,232608,84
415478,232538,12
415477,232499,43
415476,232483,79
415475,232439,74
415474,232400,3513
415473,232368,14
415472,232344,25
415471,232326,23
415470,232302,40
415469,232253,94
415468,232226,73
415467,232189,112
415466,232167,134
415465,232027,257
415464,231994,300
415463,231910,345
415462,231875,379
415461,231837,317
415460,231812,274
415459,231807,439
415458,231795,314
415457,231792,454
415456,231747,362
415455,231720,366
415454,231714,330
415453,231688,31
415452,231677,42
415451,231532,176
415450,231358,21
415449,231073,110
415448,231006,177
415447,230966,177
415446,230959,179
415445,230907,28
415444,230693,177
415443,230592,79
415442,230558,75
415441,230538,78
415440,230503,3703
415439,230482,30
415438,230461,45
415437,230458,43
415436,230444,48
415435,230402,81
415434,230388,39
415433,230380,44
415432,230372,42
415431,230326,72
415430,230317,66
415429,230315,58
415428,230310,191
415427,230292,106
415426,230248,259
415425,230248,190
415424,230223,2186
415423,230202,11
415422,230196,236
415421,230142,2279
415420,230088,53
415419,230070,31
415418,230034,80
415417,230019,65
415416,229960,31
415415,229947,33
415414,229947,31
415413,229829,44
415412,229822,150
415411,229810,113
415410,229794,154
415409,229775,148
415408,229772,200
415407,229761,82
415406,229745,128
415405,229731,216
415404,229724,2672
415403,229707,2694
415402,229691,20
415401,229687,2716
415400,229664,7
415399,229600,2792
415398,229502,124
415397,229379,75
415396,229354,90
415395,229348,130
415394,229319,24
415393,229298,55
415392,229281,58
415391,229265,74
415390,229244,3133
415389,229238,90
415388,229190,3205
415387,229189,144
415386,229117,33
415385,229078,67
415384,229066,64
415383,229057,88
415382,229013,27
415381,229008,83
415380,229004,3363
415379,228993,3374
415378,228824,3481
415377,228808,155
415376,228775,188
415375,228767,234
415374,228740,3571
415373,228713,288
415372,228696,255
415371,228426,40
415370,228407,73
415369,228347,2195
415368,228316,131
415367,228142,315
415366,228116,18
415365,228064,58
415364,227988,15
415363,227980,39
415362,227946,32
415361,227923,65
415360,227913,2661
415359,227884,112
415358,227879,128
415357,227822,47
415356,227790,24
415355,227766,61
415354,227670,34
415353,227611,2928
415352,227598,74
415351,227586,79
415350,227542,2991
415349,227538,18
415348,227533,35
415347,227400,3131
415346,227393,64
415345,227366,25
415344,227349,42
415343,227338,3179
415342,227280,61
415341,227250,91
415340,227202,121
415339,227177,146
415338,227175,117
415337,227162,147
415336,227148,161
415335,227146,412
415334,227119,439
415333,227051,241
415332,226906,391
415331,226894,358
415330,226889,3648
415329,226874,502
415328,226857,372
415327,226848,528
415326,226838,320
415325,226830,66
415324,226818,78
415323,226746,44
415322,226653,95
415321,226593,20
415320,226554,66
415319,226517,83
415318,226442,104
415317,226428,176
415316,226386,214
415315,226354,246
415314,226321,115
415313,226266,325
415312,226231,165
415311,226221,357
415310,226219,2689
415309,226214,196
415308,226192,244
415307,226191,205
415306,226172,338
415305,226169,158
415304,226141,129
415303,226128,382
415302,226128,137
415301,226084,31
415300,226082,464
415299,226051,85
415298,226050,46
415297,226039,14
415296,226009,2931
415295,225982,65
415294,225955,17
415293,225945,38
415292,225941,29
415291,225878,28
415290,225865,45
415289,225832,26
415288,225806,3168
415287,225800,49
415286,225795,3098
415285,225786,46
415284,225785,3108
415283,225772,52
415282,225754,3122
415281,225751,49
415280,225642,30
415279,225642,16
415278,225635,13
415277,225611,31
415276,225594,58
415275,225582,47
415274,225575,102
415273,225550,349
415272,225549,67
415271,225519,77
415270,225481,135
415269,225388,3496
415268,225292,114
415267,225237,169
415266,225207,214
415265,225206,188
415264,225105,281
415263,225081,2091
415262,225000,9
415261,224985,18
415260,224967,31
415259,224933,36
415258,224911,2272
415257,224875,68
415256,224870,82
415255,224723,192
415254,224635,297
415253,224618,215
415252,224615,119
415251,224601,232
415250,224520,400
415249,224489,2677
415248,224471,148
415247,224431,134
415246,224337,191
415245,224334,226
415244,224328,148
415243,224296,232
415242,224278,94
415241,224275,2871
415240,224189,20
415239,224142,3012
415238,224110,72
415237,224108,73
415236,224080,98
415235,224076,74
415234,224042,131
415233,224030,104
415232,223984,29
415231,223973,34
415230,223943,35
415229,223935,3224
415228,223901,32
415227,223884,23
415226,223873,3270
415225,223860,58
415224,223851,61
415223,223824,73
415222,223792,101
415221,223784,3356
415220,223730,3517
415219,223714,196
415218,223708,140
415217,223699,3370
415216,223697,321
415215,223649,3479
415214,223635,213
415213,223626,3443
415212,223512,373
415211,223491,236
415210,223437,426
415209,223405,319
415208,223405,465
415207,223393,411
415206,223378,370
415205,223365,498
415204,223350,383
415203,223332,463
415202,223315,409
415201,223308,362
415200,223281,2132
415199,223279,391
415198,223277,409
415197,223276,451
415196,223269,380
415195,223268,287
415194,223231,422
415193,223227,422
415192,223209,2242
415191,223196,2183
415190,223183,462
415189,223155,502
415188,223119,519
415187,223106,539
415186,223048,593
415185,223039,274
415184,223037,252
415183,223011,2370
415182,222967,2581
415181,222937,340
415180,222904,390
415179,222902,374
415178,222891,386
415177,222807,405
415176,222753,351
415175,222679,761
415174,222673,2690
415173,222665,2698
415172,222651,552
415171,222646,446
415170,222637,382
415169,222616,587
415168,222594,467
415167,222582,510
415166,222544,461
415165,222532,538
415164,222515,546
415163,222510,580
415162,222495,524
415161,222458,538
415160,222458,547
415159,222418,578
415158,222371,600
415157,222337,634
415156,222330,635
415155,222233,3135
415154,222222,3146
415153,222207,645
415152,222201,706
415151,222196,695
415150,222165,814
415149,222134,718
415148,222057,804
415147,222008,809
415146,221959,858
415145,221915,853
415144,221884,920
415143,221865,936
415142,221816,988
415141,221747,1040
415140,221720,926
415139,221715,1136
415138,221703,3573
415137,221698,3496
415136,221681,1084
415135,221648,1116
415134,221602,1044
415133,221589,1093
415132,221502,1490
415131,221454,1148
415130,221437,1316
415129,221404,1588
415128,221367,2259
415127,221362,1406
415126,221318,1229
415125,221308,1294
415124,221294,1334
415123,221267,1266
415122,221266,1320
415121,221187,1360
415120,221170,1363
415119,221150,1351
415118,221142,1416
415117,221112,1446
415116,221097,1530
415115,221096,1405
415114,221086,1391
415113,221033,1594
415112,220983,2568
415111,220962,1255
415110,220953,2598
415109,220843,1655
415108,220810,1688
415107,220782,1593
415106,220769,1308
415105,220752,1707
415104,220743,2823
415103,220699,1620
415102,220676,1699
415101,220660,2828
415100,220645,1559
415099,220640,1649
415098,220636,2919
415097,220616,1654
415096,220611,1678
415095,220604,1666
415094,220561,1692
415093,220535,1718
415092,220519,1705
415091,220479,1655
415090,220476,1124
415089,220440,1784
415088,220405,1888
415087,220404,1813
415086,220389,1815
415085,220384,1750
415084,220374,1919
415083,220342,1784
415082,220320,1770
415081,220300,3177
415080,220273,1739
415079,220271,1806
415078,220258,3215
415077,220221,1849
415076,220214,1868
415075,220206,1853
415074,220128,1931
415073,220076,2041
415071,220047,1997
415069,220023,2043
415068,220015,3460
415067,219993,2051
415066,219919,2198
415065,219829,2183
415064,219765,2243
415063,219747,2253
415062,219716,2284
415061,219705,2298
415060,219672,2317
415059,219669,2334
415058,219640,2347
415057,219638,2351
415056,219580,2407
415055,219532,2428
415054,219508,2316
415053,219495,2477
415052,219488,2472
415051,219449,2417
415050,219390,2582
415049,219387,2471
415048,219371,2500
415047,219362,2504
415045,219345,2526
415044,219342,2516
415042,219297,2514
415041,219269,2570
415038,219210,2629
415037,219191,2620
415036,219158,2666
415035,219140,2666
415034,219079,2727
415033,218978,2869
415032,218973,2792
415031,218933,2790
415030,218927,2920
415029,218925,2856
415028,218922,2859
415027,218918,2837
415026,218906,2875
415025,218890,2865
415024,218880,2866
415023,218846,2919
415022,218832,2914
415021,218829,2898
415020,218801,2922
415019,218791,2904
415018,218762,2948
415017,218750,2964
415016,218738,2972
415015,218732,2942
415014,218710,2285
415013,218691,3004
415012,218678,2996
415011,218662,3052
415010,218572,3069
415009,218532,3249
415008,218466,3199
415007,218434,3231
415006,218418,2186
415005,218365,3281
415004,218350,3298
415003,218338,3298
415002,218287,3349
415001,218253,3371
415000,218241,3373
414999,218233,3391
414998,218229,3377
414997,218194,3447
414996,218187,3427
414995,218184,3422
414994,218082,3518
414993,217955,3637
414992,217865,3669
414991,217762,3795
414990,217729,3828
414989,217721,3828
414988,217699,3856
414987,217641,3900
414986,217617,3924
414985,217594,3940
414984,217557,3969
414983,217512,3722
414982,217500,4026
414981,217447,4069
414980,217420,4122
414979,217418,4098
414978,217381,4127
414977,217375,4167
414976,217352,4091
414975,217348,4160
414974,217346,4012
414971,217228,4074
414970,217225,4138
414969,217207,4151
414968,217195,4128
414967,217194,4305
414965,217176,4267
414964,217158,4341
414963,217139,4095
414961,217032,4158
414960,216997,4305
414959,216978,4212
414958,216855,4288
414957,216847,4283
414956,216835,4295
414955,216834,4207
414954,216825,4196
414953,216812,4331
414952,216808,4274
414951,216795,4258
414950,216781,4260
414949,216747,4260
414948,216738,4344
414947,216737,4266
414946,216703,4292
414945,216688,4333
414944,216646,4305
414943,216608,4343
414942,216435,4402
414941,216417,4485
414940,216412,4364
414939,216374,4511
414938,216351,4365
414937,216350,4487
414936,216349,4536
414935,216345,4557
414934,216303,4501
414933,216284,4507
414932,216272,3135
414931,216155,4657
414930,216154,4650
414929,216125,4752
414928,216117,4670
414927,216104,4672
414926,216095,3325
414925,216085,4702
414924,216068,4648
414923,216047,4551
414922,216038,3694
414921,216029,4569
414920,215961,14
414919,215959,23
414918,215940,30
414917,215921,39
414916,215894,59
414915,215853,5024
414914,215822,25
414913,215753,96
414912,215750,86
414911,215749,76
414910,215719,91
414909,215709,115
414908,215703,107
414907,215692,153
414906,215675,120
414905,215667,126
414904,215636,153
414903,215612,170
414902,215612,181
414901,215578,36
414900,215574,27
414899,215559,39
414898,215543,33
414897,215531,67
414896,215528,40
414895,215519,88
414894,215467,50
414893,215416,76
414892,215361,150
414891,215360,127
414890,215325,87
414889,215269,88
414888,215265,4753
414887,215242,170
414886,215224,234
414885,215206,180
414884,215188,169
414883,215187,271
414882,215163,6322
414881,215162,29
414880,215161,26
414879,215154,33
414878,215152,5452
414877,215151,6334
414876,215138,35
414875,215100,46
414874,215097,76
414873,215088,73
414872,215046,17
414871,215032,29
414870,215031,21
414869,215014,28
414868,215006,55
414867,214988,64
414866,214963,67
414865,214960,91
414864,214951,14
414863,214919,42
414862,214918,30
414861,214917,23
414860,214897,61
414859,214872,82
414858,214872,68
414857,214871,48
414856,214823,131
414855,214792,127
414854,214761,142
414853,214730,173
414852,214698,209
414851,214695,5409
414850,214674,233
414849,214668,134
414848,214662,195
414847,214658,189
414846,214633,5385
414845,214614,317
414844,214613,196
414843,214592,269
414842,214586,267
414841,214581,266
414840,214575,241
414839,214573,229
414838,214563,246
414837,214541,16
414836,214539,15
414835,214517,29
414834,214494,22
414833,214449,60
414832,214440,6259
414831,214422,70
414830,214405,104
414829,214397,87
414828,214374,103
414827,214373,390
414825,214342,108
414824,214340,71
414823,214312,165
414822,214293,166
414821,214293,180
414820,214272,178
414819,214270,158
414818,214267,166
414817,214260,168
414816,214260,150
414815,214260,165
414814,214253,119
414813,214211,5525
414812,214192,60
414811,214179,53
414810,214163,76
414809,214158,74
414808,214156,87
414807,214150,42
414806,214138,79
414805,214129,243
414804,214124,47
414803,214113,5565
414802,214104,5574
414801,214104,83
414800,214101,5413
414799,214078,26
414798,214075,22
414796,214050,44
414795,214035,51
414794,213980,52
414793,213947,60
414792,213940,67
414791,213940,49
414790,213939,75
414789,213870,106
414788,213835,134
414787,213826,112
414786,213817,109
414785,213790,118
414784,213761,125
414783,213751,199
414782,213744,174
414781,213739,169
414780,213726,160
414779,213723,5785
414778,213714,79
414777,213701,148
414776,213687,212
414775,213681,213
414774,213680,160
414773,213669,142
414772,213667,17
414771,213642,189
414770,213641,152
414769,213638,182
414768,213614,346
414767,213606,5870
414766,213586,215
414765,213565,395
414764,213551,6028
414763,213545,40
414762,213545,226
414761,213541,190
414760,213528,169
414759,213482,249
414758,213471,287
414757,213462,309
414756,213430,288
414755,213429,208
414754,213418,289
414753,213408,289
414752,213407,351
414751,213401,6019
414750,213381,298
414749,213376,296
414748,213374,310
414747,213339,273
414746,213320,359
414745,213313,374
414743,213283,389
414742,213270,400
414741,213264,373
414740,213258,412
414739,213217,570
414738,213202,388
414737,213201,416
414736,213192,595
414735,213189,423
414734,213179,411
414733,213163,479
414732,213160,331
414731,213155,413
414730,213146,372
414729,213144,441
414728,213142,358
414727,213126,446
414726,213113,6897
414725,213095,6370
414724,213095,461
414723,213093,443
414722,213082,474
414721,213079,439
414720,213069,431
414719,213059,430
414718,213054,6353
414717,213052,484
414716,213005,7508
414715,212997,476
414714,212990,455
414713,212981,508
414712,212967,524
414711,212916,563
414710,212912,561
414709,212910,530
414708,212895,516
414707,212871,608
414706,212864,581
414705,212843,597
414704,212797,604
414703,212765,646
414702,212761,640
414701,212697,631
414700,212614,784
414699,212563,958
414698,212558,829
414697,212551,789
414696,212521,1000
414695,212491,1920
414694,212477,911
414693,212460,820
414692,212430,21
414691,212404,19
414690,212402,2000
414689,212360,33
414688,212356,28
414687,212343,2105
414686,212318,97
414685,212286,19
414684,212273,25
414683,212266,26
414682,212235,41
414681,212226,29
414680,212211,54
414679,212191,65
414678,212185,78
414677,212167,89
414676,212113,121
414675,212106,132
414674,212029,70
414673,212023,47
414672,212023,58
414671,212017,25
414670,212002,78
414669,211977,52
414668,211969,22
414667,211949,71
414666,211945,46
414665,211939,60
414664,211927,40
414663,211916,66
414662,211884,87
414661,211882,92
414660,211879,88
414659,211858,138
414658,211830,231
414657,211823,130
414656,211818,76
414655,211794,140
414654,211789,152
414653,211784,165
414652,211771,158
414651,211744,209
414650,211730,183
414649,211721,137
414648,211709,185
414647,211703,138
414646,211680,2717
414645,211669,167
414644,211654,8
414643,211625,29
414642,211619,37
414641,211599,33
414640,211578,54
414639,211572,73
414638,211570,73
414637,211564,49
414636,211533,69
414635,211525,72
414634,211509,2883
414633,211508,132
414632,211495,80
414631,211462,84
414630,211461,94
414629,211455,95
414628,211444,387
414627,211443,2953
414626,211439,125
414625,211437,31
414624,211436,15
414623,211400,118
414622,211383,101
414621,211371,71
414620,211367,79
414619,211365,71
414618,211358,100
414617,211351,13
414616,211347,13
414615,211342,13
414614,211339,19
414613,211332,3056
414612,211327,31
414611,211310,3074
414610,211307,25
414609,211301,25
414608,211291,54
414607,211288,32
414606,211281,3099
414605,211268,12
414604,211257,21
414603,211237,3152
414602,211206,67
414601,211172,30
414600,211124,3227
414599,211100,330
414598,211083,112
414597,211082,98
414596,211081,81
414595,211081,85
414594,211076,195
414593,211069,89
414592,211067,204
414591,211051,125
414590,211045,11
414589,211032,21
414587,211017,13
414586,211012,14
414585,211009,12
414584,211008,3357
414583,211007,3348
414582,210976,36
414581,210967,51
414580,210940,109
414579,210924,75
414578,210924,62
414577,210912,91
414576,210904,93
414575,210900,101
414574,210895,104
414573,210877,109
414572,210866,116
414571,210860,111
414570,210851,115
414568,210840,142
414567,210806,154
414566,210792,154
414565,210777,185
414564,210774,371
414563,210765,158
414562,210758,155
414561,210752,3629
414560,210747,3591
414559,210745,192
414558,210740,205
414557,210726,61
414556,210704,46
414555,210703,206
414554,210703,203
414553,210703,94
414552,210700,3642
414551,210678,202
414550,210662,108
414549,210662,125
414548,210651,108
414547,210649,101
414546,210647,89
414545,210642,86
414544,210630,129
414543,210601,83
414542,210601,90
414541,210594,101
414540,210550,2778
414539,210549,135
414538,210547,34
414537,210538,122
414536,210537,60
414535,210534,139
414534,210533,108
414533,210527,120
414532,210527,146
414531,210519,111
414530,210519,45
414529,210517,108
414528,210517,80
414527,210495,111
414526,210494,70
414525,210484,97
414524,210476,74
414523,210473,148
414522,210454,45
414521,210446,48
414520,210424,13
414519,210413,18
414518,210412,2909
414517,210409,11
414516,210406,15
414515,210404,9
414514,210400,28
414513,210391,17
414512,210387,2956
414511,210376,27
414510,210364,32
414509,210363,2837
414508,210358,29
414507,210349,12
414506,210337,13
414505,210336,78
414504,210326,20
414503,210299,43
414502,210292,36
414501,210290,46
414500,210290,46
414499,210285,13
414498,210269,20
414497,210268,2576
414496,210256,26
414495,210244,3123
414494,210242,3034
414493,210240,54
414492,210223,52
414491,210221,30
414490,210217,77
414488,210211,57
414487,210203,64
414486,210187,64
414485,210180,56
414484,210180,47
414483,210174,70
414482,210173,66
414480,210139,91
414479,210114,113
414478,210112,109
414477,210108,94
414476,210091,2748
414475,210083,87
414474,210080,84
414473,210068,124
414472,210065,86
414471,210062,79
414470,210043,135
414469,210017,102
414468,210015,134
414467,210014,116
414466,209994,163
414465,209988,131
414464,209972,128
414463,209951,144
414462,209938,158
414461,209911,162
414460,209893,220
414459,209878,3433
414458,209870,237
414457,209869,3442
414456,209867,206
414455,209862,218
414454,209859,204
414453,209844,2868
414452,209843,210
414451,209842,245
414450,209819,221
414449,209817,219
414448,209808,219
414447,209800,2897
414446,209782,221
414445,209763,264
414444,209759,228
414443,209758,220
414442,209757,175
414441,209738,168
414440,209725,207
414439,209713,206
414438,209706,247
414437,209681,309
414436,209670,2955
414435,209667,2996
414434,209660,330
414433,209649,293
414432,209627,292
414431,209607,261
414430,209595,311
414429,209592,276
414428,209584,286
414427,209566,278
414426,209557,308
414425,209553,291
414424,209552,274
414423,209551,3285
414422,209537,274
414421,209532,283
414420,209499,325
414419,209480,320
414418,209471,340
414417,209465,361
414416,209457,347
414415,209451,325
414414,209421,335
414413,209414,386
414412,209409,401
414411,209408,390
414410,209402,348
